Code,Category,Device Id,Brand Name,Part Number,Part Name,Added,Buyer Code,a_yyy,Max of grade a-yyy,b_nyy,Max of grade b-nyy,c_yny,Max of grade c-yny,d_nny,Max of grade d-nny,e_yyn,Max of grade e-yyn,f_nyn,Max of grade f-nyn,g_ynn,Max of grade g-ynn,h_nnn,Max of grade h-nnn,Released Date,Grand Total
8413,Cell Phone,93E8EBFD-C75B-4B63-8CA3-96186F5261E0,Apple,A1586/A1549,iPhone 6 16GB Verizon/Unlocked,,,58,126,0,43.07,0,71.1,0,43.07,50,84.08,0,7.35,0,57.75,0,6.3,9/19/14,257
10623,Cell Phone,155F36D1-EBD3-4255-91C6-EEDA781199CF,Apple,A1586/A1549,iPhone 6 32GB AT&T,,,0,73.5,0,39.92,0,57.75,0,7.41,0,57.75,0,7.35,0,57.75,0,24,9/19/14,
10518,Cell Phone,FACE77F1-FC43-47EA-9CCB-9B124D823437,Apple,A1586/A1549,iPhone 6 32GB Other,,,0,53.55,0,39.22,0,39.5,0,36.77,0,47.27,0,7.35,0,36.77,0,34.7,9/19/14,143
10445,Cell Phone,B72D875B-614E-4717-B8C2-FF5614E56CC7,Apple,A1586/A1549,iPhone 6 32GB Sprint,,,0,54.63,0,39.22,0,39.71,0,36.77,0,47.27,0,7.35,0,36.77,0,34.66,9/19/14,55
10624,Cell Phone,C4013AA2-2B24-4CE7-A6AB-F10556782677,Apple,A1586/A1549,iPhone 6 32GB T-Mobile,,,0,68.25,0,39.44,0,52.5,0,7.37,0,52.5,0,7.37,0,52.5,0,23.97,9/19/14,
10625,Cell Phone,4835CFFA-F8EC-4991-855A-6DE76CA15678,Apple,A1586/A1549,iPhone 6 32GB Verizon/Unlocked,,,58,94.53,0,31.56,0,70.89,0,7.93,50,84.08,0,7.35,0,57.75,0,23.96,9/19/14,1
8386,Cell Phone,474D6864-40F4-4EB1-A449-079FF2D54B60,Apple,A1586/A1549,iPhone 6 64GB AT&T,,,0,78.75,0,14.74,0,63,0,14.18,0,63,0,7.35,0,63,0,6.3,9/19/14,130
10495,Cell Phone,53435CAF-85DD-430E-9729-8F78683E89BF,Apple,A1586/A1549,iPhone 6 64GB Other,,,0,57.8,0,28.4,0,7.35,0,11.04,0,53.35,0,7.35,0,26.81,0,23.98,9/19/14,9
8392,Cell Phone,C573E93B-D502-4952-B6F7-039D2F11B40C,Apple,A1586/A1549,iPhone 6 64GB Sprint,,,0,57.8,0,6.3,0,7.35,0,34.72,0,52.52,0,7.35,0,34.72,0,34.69,9/19/14,32
8389,Cell Phone,BB43914A-775C-47BF-B71B-6ABA815B255A,Apple,A1586/A1549,iPhone 6 64GB T-Mobile,,,0,73.5,0,6.3,0,57.75,0,34.7,0,57.75,0,7.35,0,57.75,0,24.01,9/19/14,6
8414,Cell Phone,6664E9D3-CE0F-473F-8419-DD3AD8D67817,Apple,A1586/A1549,iPhone 6 64GB Verizon/Unlocked,,,68,121.84,0,40.98,0,71.06,0,38.01,62,121.8,0,7.35,0,68.25,0,38.01,9/19/14,74
8418,Cell Phone,25075A56-A097-45B7-9F74-0A0A3208091B,Apple,A1522/A1524/A1593,iPhone 6 Plus 128GB AT&T,,,0,105,0,40.95,0,73.5,0,38.64,0,73.5,0,38.6,0,98.7,0,31.11,9/19/14,13
10499,Cell Phone,36050205-BFEE-4CD4-803F-D74A67DE370D,Apple,A1522/A1524/A1593,iPhone 6 Plus 128GB Other,,,0,74.55,0,31.2,0,19.95,0,18.39,0,99.75,0,18.42,0,35.7,0,27.35,9/19/14,4
8424,Cell Phone,0B1905A1-DD47-4B8C-A6F4-1B6501B2E320,Apple,A1522/A1524/A1593,iPhone 6 Plus 128GB Sprint,,,0,82.95,0,29.98,0,19.95,0,18.39,0,55.65,0,18.43,0,35.7,0,31.15,9/19/14,2
8421,Cell Phone,ED4E42E8-A22C-4326-AF1D-69CDED2B83CD,Apple,A1522/A1524/A1593,iPhone 6 Plus 128GB T-Mobile,,,0,99.75,0,29.95,0,98.7,0,18.45,0,116.55,0,18.42,0,98.7,0,31.11,9/19/14,1
8428,Cell Phone,0D356F48-BB53-4342-A5D4-A78CBD1D9AF4,Apple,A1522/A1524/A1593,iPhone 6 Plus 128GB Verizon/Unlocked,,,88,241.5,0,47.25,0,98.7,0,18.39,73,108.15,0,18.43,0,98.7,0,27.35,9/19/14,5
8416,Cell Phone,5E747759-AE5D-4C0B-8630-A821C2AFEF0E,Apple,A1522/A1524/A1593,iPhone 6 Plus 16GB AT&T,,,0,117.6,0,35.61,0,98.7,0,36.39,0,117.6,0,35.98,0,98.7,0,31.85,9/19/14,101
10497,Cell Phone,64C6D218-DC23-4B96-B702-47B7CD7958A8,Apple,A1522/A1524/A1593,iPhone 6 Plus 16GB Other,,,0,74.55,0,31.57,0,30.45,0,26.27,0,57.46,0,27.67,0,37.8,0,32.5,9/19/14,254
8422,Cell Phone,A1CFEFA9-1A90-4493-9035-18BA943B57CE,Apple,A1522/A1524/A1593,iPhone 6 Plus 16GB Sprint,,,0,73.5,0,26.2,0,30.45,0,22.25,0,59.57,0,27.66,0,39.9,0,32.49,9/19/14,95
8419,Cell Phone,98E18FA5-F55D-42C1-A1C4-0DFB626EC20E,Apple,A1522/A1524/A1593,iPhone 6 Plus 16GB T-Mobile,,,0,106.05,0,35.76,0,80.85,0,35.72,0,108.15,0,35.77,0,103.95,0,27.32,9/19/14,41
8426,Cell Phone,89F15DAB-5D26-43D1-86A1-4E5F54A74394,Apple,A1522/A1524/A1593,iPhone 6 Plus 16GB Verizon/Unlocked,,,73,199.5,0,38.85,0,99.75,0,39.5,58,109.24,0,39.48,0,120.75,0,32.25,9/19/14,70
8417,Cell Phone,B23DE168-73D2-4B9D-BE19-F8DB2214D96B,Apple,A1522/A1524/A1593,iPhone 6 Plus 64GB AT&T,,,0,129.19,0,35.74,0,99.75,0,35.76,0,129.15,0,35.73,0,99.75,0,32.51,9/19/14,52
10498,Cell Phone,00DF6286-CFEE-45BA-A1C2-435AD99D5264,Apple,A1522/A1524/A1593,iPhone 6 Plus 64GB Other,,,0,74.55,0,29.97,0,19.95,0,18.44,0,58.51,0,18.44,0,99.75,0,31.09,9/19/14,7
8425,Cell Phone,B318C62B-04E2-4E6B-B45E-E8109E425F00,Apple,A1522/A1524/A1593,iPhone 6 Plus 64GB Sprint,,,0,73.5,0,31.2,0,19.95,0,18.42,0,58.51,0,18.4,0,36.75,0,32.51,9/19/14,17
8420,Cell Phone,E93830CF-799D-4E64-BD15-7E1320328D8A,Apple,A1522/A1524/A1593,iPhone 6 Plus 64GB T-Mobile,,,0,94.54,0,29.96,0,99.75,0,18.41,0,116.55,0,18.45,0,99.75,0,31.12,9/19/14,3
8427,Cell Phone,C83E25A4-9ED9-4486-A4EA-D3991E41BA5F,Apple,A1522/A1524/A1593,iPhone 6 Plus 64GB Verizon/Unlocked,,,88,220.5,0,45.15,0,103.95,0,39.96,73,118.16,0,39.94,0,99.75,0,32.26,9/19/14,38
9444,Cell Phone,3909AEA5-8A0F-4BFA-B756-81A38AA59E73,Apple,A1633,iPhone 6s 128GB AT&T,,,59,173.25,0,38.94,0,78.75,0,25.2,52,78.75,0,25.2,0,99.75,0,25.2,9/25/15,7
10502,Cell Phone,B98D296A-C529-4C16-826E-CD797048AC84,Apple,A1633/A1688/A1700,iPhone 6s 128GB Other,,,0,122.05,0,35.75,0,53.04,0,25.2,0,64.07,0,25.2,0,25.2,0,25.2,9/25/15,12
9448,Cell Phone,A06EDEE5-AC52-4013-BAC2-96561E1699F5,Apple,A1633/A1688/A1700,iPhone 6s 128GB Sprint,,,0,87.19,0,35.73,0,53.04,0,25.2,0,64.07,0,25.2,0,25.2,0,25.2,9/25/15,2
9442,Cell Phone,9E12989F-1608-4A0B-BB06-521A8D3F1621,Apple,A1688,iPhone 6s 128GB T-Mobile,,,59,110.25,0,35.73,0,73.5,0,25.2,52,73.5,0,25.2,0,73.5,0,25.2,9/25/15,4
9446,Cell Phone,DFE3B7B8-1B0F-47C9-AA46-5064845B0F31,Apple,A1688,iPhone 6s 128GB Verizon/Unlocked,,,95,241.5,0,60.92,0,96.1,0,38.92,80,127.05,0,45.15,0,96.13,0,37.83,9/25/15,11
9430,Cell Phone,0459D46A-2B3B-47C5-9D1F-514D40B6E1FF,Apple,A1633,iPhone 6s 16GB AT&T,,,52,105,0,42.02,0,68.25,0,38.86,45,74.33,0,38.9,0,68.25,0,37.85,9/25/15,87
10500,Cell Phone,756C43B4-9C03-48D3-AF9B-D37142CD967C,Apple,A1633/A1688/A1700,iPhone 6s 16GB Other,,,0,74.04,0,37.85,0,39.98,0,25.2,0,61.46,0,25.2,0,38.93,0,25.2,9/25/15,389
9432,Cell Phone,240E635D-2027-4142-BA3D-4AC91900431F,Apple,A1633/A1688/A1700,iPhone 6s 16GB Sprint,,,0,75.6,0,35.34,0,43.05,0,25.2,0,63.02,0,25.2,0,40.95,0,25.2,9/25/15,240
9429,Cell Phone,4880AD1E-874E-4E4C-897D-A6369AB106D9,Apple,A1688,iPhone 6s 16GB T-Mobile,,,52,99.75,0,35.32,0,57.75,0,25.2,45,64.07,0,25.2,0,57.75,0,25.2,9/25/15,71
9431,Cell Phone,F883490B-94E8-4367-A1F8-7DB0EAE38A7C,Apple,A1688,iPhone 6s 16GB Verizon/Unlocked,,,80,199.5,0,45.68,0,79.83,0,38.91,65,106.61,0,48.62,0,78.75,0,41,9/25/15,103
10251,Cell Phone,91696726-0302-46D1-8516-A0397A7FE4E7,Apple,A1633,iPhone 6s 32GB AT&T,,,52,142.59,0,35.36,0,79.4,0,25.2,45,73.5,0,25.2,0,73.5,0,25.2,8/9/16,20
10516,Cell Phone,97D2C583-BCF0-4401-9967-C52AED5705D2,Apple,A1633/A1688/A1700,iPhone 6s 32GB Other,,,0,87.17,0,35.34,0,49.89,0,25.2,0,66.15,0,25.2,0,49.89,0,25.2,9/25/15,30
10252,Cell Phone,DEFA94C7-F2E8-497E-941F-85E55F7A2386,Apple,A1633/A1688,iPhone 6s 32GB Sprint,,,0,79.84,0,35.37,0,49.89,0,25.2,0,57.77,0,25.2,0,49.89,0,25.2,8/9/16,22
10254,Cell Phone,C041C344-EB89-4ECD-8CB9-E5EC03A0280C,Apple,A1688,iPhone 6s 32GB T-Mobile,,,52,99.75,0,35.36,0,63,0,25.2,45,64.07,0,25.2,0,63,0,25.2,8/9/16,24
10253,Cell Phone,92083F14-D533-4AA5-B92D-B5ADB35127FA,Apple,A1688,iPhone 6s 32GB Verizon/Unlocked,,,80,210,0,50.72,0,92.42,0,38.88,65,113.41,0,41.02,0,92.42,0,37.83,8/9/16,47
9443,Cell Phone,AE54309D-CDD3-42A5-8B8B-6DFE3DF68E05,Apple,A1633,iPhone 6s 64GB AT&T,,,59,156.24,0,41.02,0,78.75,0,38.9,52,96.43,0,39.95,0,78.75,0,37.85,9/25/15,80
10501,Cell Phone,72DC6798-EA01-4802-94DB-A6F5EFD85B2E,Apple,A1633/A1688/A1700,iPhone 6s 64GB Other,,,0,80.87,0,35.73,0,49.9,0,25.2,0,64.05,0,25.2,0,25.2,0,25.2,9/25/15,7
9447,Cell Phone,F821A083-B29F-4924-BD81-140F0B4544E6,Apple,A1633/A1688/A1700,iPhone 6s 64GB Sprint,,,0,86.14,0,35.76,0,49.9,0,25.2,0,64.05,0,25.2,0,49.89,0,25.2,9/25/15,40
9441,Cell Phone,4738F988-0967-4352-A87F-06E5CBC267B5,Apple,A1688,iPhone 6s 64GB T-Mobile,,,59,110.25,0,25.2,0,73.5,0,25.2,52,77.72,0,25.2,0,73.5,0,25.2,9/25/15,16
9445,Cell Phone,64CDC449-1BD7-412B-9967-68BDB0410EDD,Apple,A1688,iPhone 6s 64GB Verizon/Unlocked,,,95,220.5,0,49.66,0,96.1,0,38.92,80,136.52,0,38.9,0,96.1,0,37.81,9/25/15,70
9438,Cell Phone,5FD75B62-609A-4578-9639-97398E99119C,Apple,A1634,iPhone 6s Plus 128GB AT&T,,,111,157.54,0,50.42,0,89.25,0,48.36,96,96,0,33.6,0,89.25,0,33.6,9/25/15,19
10505,Cell Phone,DD3CBC21-C8BA-40EE-A5BD-6E80C031D87B,Apple,A1634/A1687/A1699,iPhone 6s Plus 128GB Other,,,0,101.85,0,50.42,0,60.9,0,48.31,0,75.11,0,48.33,0,55.65,0,33.6,9/25/15,
9440,Cell Phone,86782BB8-B220-48A7-A00D-2DBA25F34C82,Apple,A1634/A1687/A1699,iPhone 6s Plus 128GB Sprint,,,0,113.96,0,50.45,0,60.9,0,48.33,0,75.11,0,48.31,0,55.65,0,33.6,9/25/15,6
9434,Cell Phone,52FF3641-3B83-4DE1-B229-B26E80C24435,Apple,A1634/A1687,iPhone 6s Plus 128GB T-Mobile,,,111,150.19,0,53.57,0,78.75,0,48.36,96,96,0,48.37,0,80.85,0,33.6,9/25/15,
9436,Cell Phone,84051F55-741B-4D5D-B102-D0EB6A299E56,Apple,A1687,iPhone 6s Plus 128GB Verizon/Unlocked,,,150,253.74,0,74.55,0,111.32,0,48.35,135,189.02,0,55.67,0,116.55,0,33.6,9/25/15,12
9426,Cell Phone,7B164FBA-3C8B-4CE1-A7E8-501C28581C11,Apple,A1634,iPhone 6s Plus 16GB AT&T,,,96,115.54,0,50.42,0,73.5,0,48.34,81,81,0,39.91,0,73.5,0,33.6,9/25/15,37
10503,Cell Phone,37120DB0-0350-4459-BCD2-A5795155B067,Apple,A1634/A1687/A1699,iPhone 6s Plus 16GB Other,,,0,137.55,0,50.45,0,49.89,0,48.35,0,85.61,0,39.92,0,33.6,0,46.25,9/25/15,156
9428,Cell Phone,22F7759C-ABFC-4152-846F-D6F0D2BC1A9E,Apple,A1634/A1687/A1699,iPhone 6s Plus 16GB Sprint,,,0,110.81,0,50.47,0,33.6,0,48.36,0,85.61,0,39.92,0,33.6,0,47.3,9/25/15,112
9425,Cell Phone,398C4701-8F5E-4F23-AE01-0A797D74AC56,Apple,A1687,iPhone 6s Plus 16GB T-Mobile,,,96,116.81,0,50.43,0,78.75,0,48.33,81,96.6,0,39.92,0,68.25,0,33.6,9/25/15,48
9427,Cell Phone,A25F6FCE-339C-4F50-82EC-6B477F8CF321,Apple,A1687,iPhone 6s Plus 16GB Verizon/Unlocked,,,119,184.59,0,53.55,0,100.8,0,33.6,104,143.85,0,48.52,0,110.25,0,33.6,9/25/15,46
10255,Cell Phone,5BED1B65-9698-41B7-9577-1877ED7324FA,Apple,A1634,iPhone 6s Plus 32GB AT&T,,,96,204.75,0,50.41,0,80.85,0,48.37,81,108.18,0,48.32,0,80.85,0,33.6,8/9/16,13
10517,Cell Phone,694B739B-1582-463B-882C-3AC2BEB127DA,Apple,A1634/A1687/A1699,iPhone 6s Plus 32GB Other,,,0,127.05,0,50.45,0,60.9,0,48.37,0,74.58,0,48.37,0,55.65,0,33.6,9/25/15,19
10256,Cell Phone,27FDB534-059B-4147-9AF2-1FB1F95AE580,Apple,A1634/A1687,iPhone 6s Plus 32GB Sprint,,,0,106.08,0,50.43,0,60.9,0,48.32,0,80.04,0,50.41,0,55.65,0,33.6,8/9/16,27
10258,Cell Phone,B6353A59-D8C1-4507-BA1A-93CE0AD07EE8,Apple,A1687,iPhone 6s Plus 32GB T-Mobile,,,96,153.3,0,50.43,0,75.6,0,48.36,81,96.11,0,48.35,0,75.6,0,33.6,8/9/16,16
10257,Cell Phone,B97E9967-A564-41AC-A1EC-0BB294DDAA96,Apple,A1687,iPhone 6s Plus 32GB Verizon/Unlocked,,,119,206.17,0,53.55,0,116.55,0,48.36,104,141.75,0,50.42,0,116.55,0,45.16,8/9/16,24
9437,Cell Phone,2BD6DC98-906A-4154-9D01-90FCAB949E61,Apple,A1634,iPhone 6s Plus 64GB AT&T,,,111,225.54,0,49.89,0,78.75,0,48.35,96,121.2,0,47.27,0,93.45,0,41.53,9/25/15,71
10504,Cell Phone,1585DED5-58B3-450C-8AA3-9BAB0DA6B2AC,Apple,A1634/A1687/A1699,iPhone 6s Plus 64GB Other,,,0,137.7,0,50.41,0,60.9,0,48.32,0,68.27,0,48.37,0,55.65,0,33.6,9/25/15,6
9439,Cell Phone,40A1A9FE-F89E-47FA-A5B8-07CCCE4C22B7,Apple,A1634/A1687/A1699,iPhone 6s Plus 64GB Sprint,,,0,108.21,0,50.43,0,60.9,0,48.34,0,74.06,0,50.43,0,59.85,0,33.6,9/25/15,21
9433,Cell Phone,208DF672-1AC5-4D93-B775-6F0383BC0F10,Apple,A1687,iPhone 6s Plus 64GB T-Mobile,,,111,137.59,0,50.41,0,73.5,0,48.32,96,101.85,0,48.31,0,120.75,0,33.6,9/25/15,12
9435,Cell Phone,4E2FF0AB-4BFF-429D-BB9B-918F0632B770,Apple,A1687,iPhone 6s Plus 64GB Verizon/Unlocked,,,150,225.62,0,63.02,0,135.47,0,33.6,135,185.35,0,50.42,0,131.25,0,37.81,9/25/15,42
10218,Cell Phone,51EB2184-F671-49BE-89B2-715B5B1F3E70,Apple,A1778,iPhone 7 128GB AT&T,,,132,278.56,0,78.75,0,111.3,0,44.11,109,202.09,0,7.35,0,105,0,44.11,9/16/16,59
10507,Cell Phone,A0859F3F-8BAC-47CC-BD0D-CDE239D9B0A8,Apple,A1660/A1778/A1779,iPhone 7 128GB Other,,,0,233.1,0,61.04,0,99.75,0,44.17,0,179.36,0,44.16,0,85.05,0,44.12,9/16/16,47
10224,Cell Phone,BB567F84-5DD2-4ADF-AE1D-01636965FBD2,Apple,A1660/A1778/A1779,iPhone 7 128GB Sprint,,,0,227.85,0,66.15,0,99.75,0,44.12,0,179.36,0,44.16,0,85.05,0,44.15,9/16/16,35
10221,Cell Phone,20E24BB3-59E4-4E8F-A51C-BA85AAD8F7F9,Apple,A1778,iPhone 7 128GB T-Mobile,,,0,245.02,0,53.57,0,105,0,47.25,0,194.25,0,47.25,0,105,0,44.13,9/16/16,15
10732,Cell Phone,0A04034E-16FA-4FCB-808C-7BFA7C6EC98C,Apple,A1660/A1778,iPhone 7 128GB Unlocked,,,231,315,0,86.1,0,152.28,0,47.25,206,206,0,47.25,0,119.7,0,7.35,9/16/16,
10212,Cell Phone,9110BD99-092A-4837-A323-DC3CBC0677F6,Apple,A1660,iPhone 7 128GB Verizon,,,231,332.59,0,86.1,0,152.28,0,49.68,206,238.23,0,47.25,0,127.05,0,44.15,9/16/16,62
10219,Cell Phone,1773B63B-74EC-449A-BC87-FBCFE18510D4,Apple,A1778,iPhone 7 256GB AT&T,,,132,256.2,0,79.82,0,105,0,47.25,109,194.25,0,47.25,0,105,0,44.17,9/16/16,8
10508,Cell Phone,EE18FA77-D7AD-4BAD-AB6B-738B38D653FD,Apple,A1660/A1778/A1779,iPhone 7 256GB Other,,,0,227.85,0,64.05,0,111.3,0,44.12,0,179.36,0,44.16,0,85.05,0,44.11,9/16/16,8
10225,Cell Phone,7BC9D273-C348-4E51-8E2E-B6F18B299B88,Apple,A1660/A1778/A1779,iPhone 7 256GB Sprint,,,0,227.85,0,66.15,0,111.3,0,44.14,0,179.36,0,44.13,0,85.05,0,44.16,9/16/16,2
10222,Cell Phone,BE993D1B-B322-4A52-837F-8CAC1B0189A2,Apple,A1778,iPhone 7 256GB T-Mobile,,,0,237.3,0,53.58,0,116.55,0,47.25,0,194.25,0,47.25,0,105,0,44.17,9/16/16,
10733,Cell Phone,5CF2B60C-D7FD-446F-9B1F-0AEFA98CBE8C,Apple,A1660/A1778,iPhone 7 256GB Unlocked,,,231,351.75,0,86.1,0,161.7,0,47.25,206,206,0,47.25,0,135.45,0,7.35,9/16/16,
10213,Cell Phone,1A3DA0D7-60C4-40EA-A108-12DCD112837C,Apple,A1660,iPhone 7 256GB Verizon,,,231,351.75,0,86.1,0,161.7,0,49.65,206,206,0,49.62,0,156.45,0,44.12,9/16/16,7
10217,Cell Phone,186F7DF4-9751-41B1-8653-173496DC81F1,Apple,A1778,iPhone 7 32GB AT&T,,,117,226.59,0,59.65,0,84,0,44.11,94,194.25,0,44.14,0,84,0,44.13,9/16/16,86
10506,Cell Phone,404A52AC-029E-411B-93DE-69532C92175D,Apple,A1660/A1778/A1779,iPhone 7 32GB Other,,,0,193.2,0,59.65,0,68.25,0,44.17,0,141.75,0,44.13,0,79.8,0,44.11,9/16/16,205
10223,Cell Phone,39F594CB-2BC4-4463-B569-997F542A98CB,Apple,A1660/A1778/A1779,iPhone 7 32GB Sprint,,,0,193.2,0,59.65,0,76.67,0,44.12,0,141.75,0,44.13,0,79.8,0,44.15,9/16/16,283
10220,Cell Phone,F23E3CE7-ACEB-4475-9D2F-522FE8D5E52E,Apple,A1778,iPhone 7 32GB T-Mobile,,,0,194.28,0,59.65,0,78.75,0,44.15,0,194.25,0,60.93,0,79.8,0,44.11,9/16/16,78
10731,Cell Phone,D6EB3593-2A9C-408C-B4EC-426500E6D63C,Apple,A1660/A1778,iPhone 7 32GB Unlocked,,,181,299.25,0,74.55,0,143.85,0,42,156,178.5,0,42,0,136.5,0,7.35,9/16/16,
10211,Cell Phone,FA26E367-AD3C-4DB8-AB94-99828338839F,Apple,A1660,iPhone 7 32GB Verizon,,,181,299.25,0,74.55,0,150.15,0,49.66,156,194.25,0,42,0,153.3,0,44.12,9/16/16,99
10233,Cell Phone,00F9417E-2611-4B19-8030-93792FD012C0,Apple,A1784,iPhone 7 Plus 128GB AT&T,,,231,339.2,0,121.4,0,128.1,0,110.27,203,274.38,0,110.26,0,139.65,0,110.27,9/16/16,100
10510,Cell Phone,0CD33F1A-C09C-42A4-9373-2D89C0F20D73,Apple,A1661/A1784/A1785,iPhone 7 Plus 128GB Other,,,0,318.71,0,121.4,0,128.1,0,110.3,0,252.93,0,110.26,0,139.65,0,110.26,9/16/16,50
10239,Cell Phone,F14CF293-1BDD-4562-9EF8-F868F9FE9B59,Apple,A1661/A1784/A1785,iPhone 7 Plus 128GB Sprint,,,0,318.71,0,121.4,0,141.77,0,110.32,0,252.93,0,110.29,0,139.65,0,110.31,9/16/16,64
10236,Cell Phone,20838044-EA6C-459A-9985-EED8E6C84B63,Apple,A1784,iPhone 7 Plus 128GB T-Mobile,,,0,339.2,0,121.4,0,141.77,0,110.27,0,252.93,0,110.32,0,139.65,0,110.29,9/16/16,20
10735,Cell Phone,FAF74CD1-FDDA-4F73-9474-32F1E1779A86,Apple,A1661/A1784,iPhone 7 Plus 128GB Unlocked,,,317,428.28,0,121.4,0,174.86,0,52.5,286,304.52,0,102.92,0,148.05,0,7.35,9/16/16,
10230,Cell Phone,497EDA65-4658-4C10-BE9F-840815436B9A,Apple,A1661,iPhone 7 Plus 128GB Verizon,,,317,457.44,0,140.08,0,179.55,0,110.28,286,339.17,0,102.92,0,227.85,0,110.27,9/16/16,86
10234,Cell Phone,A621D7F6-1EE9-4A41-BF04-CA551314DA24,Apple,A1784,iPhone 7 Plus 256GB AT&T,,,231,337.05,0,121.4,0,133.89,0,110.29,203,252.93,0,110.32,0,139.65,0,110.26,9/16/16,17
10511,Cell Phone,C7AD6B48-8771-4162-931F-742C35F0926F,Apple,A1661/A1784/A1785,iPhone 7 Plus 256GB Other,,,0,318.71,0,121.4,0,137.55,0,110.31,0,252.93,0,110.28,0,139.65,0,110.28,9/16/16,13
10240,Cell Phone,9737AC35-8659-48CF-A2CD-C2A3C7FF4CB2,Apple,A1661/A1784/A1785,iPhone 7 Plus 256GB Sprint,,,0,318.71,0,121.4,0,152.27,0,110.31,0,252.93,0,110.31,0,139.65,0,110.32,9/16/16,4
10237,Cell Phone,1086915C-6EC3-4980-93C4-0856E678E9A6,Apple,A1784,iPhone 7 Plus 256GB T-Mobile,,,0,339.2,0,121.4,0,152.27,0,110.28,0,252.93,0,110.29,0,139.65,0,110.27,9/16/16,1
10736,Cell Phone,7C29E01B-534A-4A4E-9C4A-D57049442B68,Apple,A1661/A1784,iPhone 7 Plus 256GB Unlocked,,,317,428.28,0,121.4,0,172.22,0,57.75,286,286,0,102.92,0,148.05,0,7.35,9/16/16,
10231,Cell Phone,16219250-4423-4636-94FB-976E365B671E,Apple,A1661,iPhone 7 Plus 256GB Verizon,,,317,456.99,0,121.4,0,174.3,0,110.32,286,321.3,0,110.31,0,196.35,0,110.28,9/16/16,19
10232,Cell Phone,48C943AB-CD5C-4103-A395-C39EFF123C36,Apple,A1784,iPhone 7 Plus 32GB AT&T,,,200,309.22,0,121.4,0,128.1,0,110.27,172,215.48,0,110.28,0,113.4,0,110.27,9/16/16,62
10509,Cell Phone,C5C19408-6928-492D-90DB-E940DE9DE4D0,Apple,A1661/A1784/A1785,iPhone 7 Plus 32GB Other,,,0,260.96,0,121.4,0,121.8,0,110.3,0,205.68,0,110.32,0,113.4,0,110.29,9/16/16,216
10238,Cell Phone,CE00A1E9-211C-440F-BF61-83FB1AE204ED,Apple,A1661/A1784/A1785,iPhone 7 Plus 32GB Sprint,,,0,260.96,0,121.4,0,121.8,0,110.28,0,205.68,0,110.31,0,113.4,0,110.29,9/16/16,325
10235,Cell Phone,E5D102FA-5E98-40BF-A9FC-8B55751094C4,Apple,A1784,iPhone 7 Plus 32GB T-Mobile,,,0,274.61,0,121.4,0,128.1,0,110.31,0,205.68,0,110.32,0,113.4,0,110.26,9/16/16,87
10734,Cell Phone,97D3535A-798F-4740-8C52-646A0B8C2E15,Apple,A1661/A1784,iPhone 7 Plus 32GB Unlocked,,,271,366.96,0,121.4,0,164.45,0,52.5,240,240,0,102.92,0,140.7,0,7.35,9/16/16,1
10229,Cell Phone,15152D8D-ADD7-4B12-AC36-F0C1A44086D8,Apple,A1661,iPhone 7 Plus 32GB Verizon,,,271,368.11,0,85.05,0,168,0,110.3,240,276.15,0,102.92,0,168,0,110.29,9/16/16,85
10631,Cell Phone,AD41D353-E75F-4F89-ABA5-77FC95073093,Apple,A1905,iPhone 8 256GB AT&T,,,290,490.91,0,182.2,0,239.95,0,152.28,259,366.45,0,153.16,0,152.25,0,153.45,9/22/17,9
10635,Cell Phone,416E3549-9A3E-430B-8FF8-2846ACCA1182,Apple,A1863/A1905/A1906,iPhone 8 256GB Other,,,290,447.86,0,182.2,0,239.95,0,152.26,259,366.45,0,153.14,0,139.65,0,153.47,9/22/17,3
10632,Cell Phone,C9DF3210-850D-4B28-A87C-D22120A95107,Apple,A1863,iPhone 8 256GB Sprint,,,290,447.86,0,182.2,0,239.95,0,152.29,259,365.4,0,153.13,0,139.65,0,153.44,9/22/17,1
10633,Cell Phone,D52EBF57-9F73-4FEB-BB80-27472A7297CD,Apple,A1905,iPhone 8 256GB T-Mobile,,,290,493.58,0,182.2,0,239.95,0,152.32,259,347.55,0,153.14,0,160.65,0,153.45,9/22/17,
10738,Cell Phone,50707E66-7070-42F5-B98C-1718CC1E5AC4,Apple,A1863/A1905/A1906,iPhone 8 256GB Unlocked,,,0,591.15,0,247.8,0,242.55,0,10.5,0,400.05,0,10.5,0,162.75,0,10.5,9/22/17,
10634,Cell Phone,792C6F3D-1420-4229-8DD1-C694449E7F34,Apple,A1863,iPhone 8 256GB Verizon,,,0,564.9,0,242.55,0,242.55,0,152.29,0,439.95,0,153.13,0,162.75,0,153.48,9/22/17,12
10626,Cell Phone,A783DBCD-C2CA-4290-864C-4515E1B66AAC,Apple,A1905,iPhone 8 64GB AT&T,,,259,424.57,0,182.2,0,239.95,0,152.3,228,300.3,0,153.13,0,147,0,153.43,9/22/17,58
10630,Cell Phone,55AF6265-616A-4F65-AC03-529AC78865B1,Apple,A1863/A1905/A1906,iPhone 8 64GB Other,,,259,407.96,0,182.2,0,239.95,0,152.31,228,300.3,0,153.14,0,139.65,0,153.47,9/22/17,63
